project_id,street_name,limits,cnn,project_name_full,owner,description_full,dpw_project_class,facility_type,project_status,start_date,end_date,duration,facility_indicator,facility_subindicator,group_code,facility_type_description,create_date,modify_date,project_type,project_url,X,Y,latitude,longitude,location
DPW0766_PR_152,RANDALL ST,SAN JOSE AVE to ARLINGTON ST (5 - 48),10908000,Various Locations Pavement Renovation No 66,,,Paving,Roadway,Planned,01/03/2024 12:00:00 AM,01/02/2025 12:00:00 AM,365,Roadway Surface,,10037789,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6005271.69664,2097584.04616,37.739864676958184,-122.42432490686376,"(37.739864676958184, -122.42432490686376)"
DPW1012_PR_22,21ST ST,VALENCIA ST to GUERRERO ST (3300 - 3399),1113000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6006005.95565,2103749.62645,37.75683538653453,-122.42222407399599,"(37.75683538653453, -122.42222407399599)"
DPW0606_PR_152,MORAGA ST,23RD AVE to 24TH AVE (1700 - 1799),9348000,Various Locations Pavement Renovation No 57,,1250I,Paving,Roadway,Started,08/01/2022 12:00:00 AM,02/26/2024 12:00:00 AM,574,Roadway Surface,,10036360,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5988887.93228,2103764.35176,37.755895399479606,-122.48142493058427,"(37.755895399479606, -122.48142493058427)"
DPW0631_PR_152,18TH ST,TENNESSEE ST to MINNESOTA ST (700 - 799),851000,Various Locations Pavement Renovation No 53,,,Paving,Roadway,Committed,10/01/2022 12:00:00 AM,04/02/2024 12:00:00 AM,549,Roadway Surface,,10035251,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6015302.42696,2105789.31221,37.762955913713235,-122.39021565509574,"(37.762955913713235, -122.39021565509574)"
DPW0684_PR_82,GIRARD ST,WARD ST to HARKNESS AVE (1100 - 1199),6206000,Various Locations Pavement Renovation No 61,,,Paving,Roadway,Committed,07/01/2023 12:00:00 AM,06/29/2024 12:00:00 AM,364,Roadway Surface,,10037746,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6011893.4491,2089623.43002,37.71837816361142,-122.40087037294937,"(37.71837816361142, -122.40087037294937)"
DPW1012_PR_139,HAZELWOOD AVE,MANGELS AVE to BRENTWOOD AVE (300 - 399),6843000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5996070.957,2095471.608,37.73354061488217,-122.45598433852821,"(37.73354061488217, -122.45598433852821)"
DPW0686_PR_135,PRESIDIO AVE,JACKSON ST to WASHINGTON ST (100 - 199),10762000,Various Locations Pavement Renovation No 60 and Sewer Replacement,,,Paving,Roadway,Committed,04/07/2023 12:00:00 AM,04/05/2024 12:00:00 AM,364,Roadway Surface,,10037391,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5998978.9143,2116112.53782,37.79038191293698,-122.44741591431885,"(37.79038191293698, -122.44741591431885)"
DPW1012_PR_264,WAWONA ST,47TH AVE to GREAT HWY (3600 - 3699),13501000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5981704.26449,2096713.48853,37.73611540108302,-122.50574529227634,"(37.73611540108302, -122.50574529227634)"
DPW1012_PR_109,ELLIS ST,GOUGH ST to LAGUNA ST (1100 - 1299),5182000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6005129.55616,2113367.01654,37.78319295073974,-122.42593957370646,"(37.78319295073974, -122.42593957370646)"
DPW0928_PR_15,GENEVA AVE,ALEMANY BLVD to GLORIA CT (801 - 851) -- NORTH --,6136101,Various Locations Pavement Renovation No 74,,,Paving,Roadway,Planned,09/16/2024 12:00:00 AM,09/15/2025 12:00:00 AM,364,Roadway Surface,,10038847,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6000014.331,2089575.193,37.717575963701165,-122.44192793699004,"(37.717575963701165, -122.44192793699004)"
DPW0941_PR_98,COLLEGE AVE,BENTON AVE to JUSTIN DR (500 - 598) -- WEST --,4267201,Various Locations Pavement Renovation No 82,,,Paving,Roadway,Planned,06/20/2025 12:00:00 AM,06/19/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6005429.952,2094923.863,37.73256935928393,-122.42358864276306,"(37.73256935928393, -122.42358864276306)"
DPW0943_PP_66,ARLINGTON ST,ROANOKE ST intersection,21866000,As Needed Citywide Pavement Preservation Contract 5 (General As-Needed Contract G22),,,Paving,Roadway,Committed,04/17/2023 12:00:00 AM,10/21/2025 12:00:00 AM,918,Roadway Surface,,10037345,Roadway Surface / Paving-Microsurfacing,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Microsurfacing,,6003681.85165,2095855.07213,37.735027405819544,-122.42969863990912,"(37.735027405819544, -122.42969863990912)"
DPW0943_PP_47,DOUGLASS ST,27TH ST to DUNCAN ST (1300 - 1399),4961000,As Needed Citywide Pavement Preservation Contract 5 (General As-Needed Contract G22),,,Paving,Roadway,Committed,04/17/2023 12:00:00 AM,10/21/2025 12:00:00 AM,918,Roadway Surface,,10037345,Roadway Surface / Paving-Microsurfacing,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Microsurfacing,,6001371.10925,2099838.17326,37.74583295155942,-122.43797289463839,"(37.74583295155942, -122.43797289463839)"
DPW1012_PR_223,SAN ANSELMO AVE,SAINT FRANCIS BLVD to SAN ANDREAS WAY (200 - 210),11338000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5993634.46226,2095991.68264,37.7348284498025,-122.46444568224278,"(37.7348284498025, -122.46444568224278)"
DPW0761_PR_170,SACRAMENTO ST,SANSOME ST intersection,24701000,Various Locations Pavement Renovation No 71,,,Paving,Roadway,Planned,05/23/2024 12:00:00 AM,05/24/2025 12:00:00 AM,366,Roadway Surface,,10037891,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6012324.30148,2117151.06981,37.79398704955847,-122.4013145046949,"(37.79398704955847, -122.4013145046949)"
DPW0767_PR_66,30TH AVE,QUINTARA ST to RIVERA ST (2100 - 2199),1657000,Various Locations Pavement Renovation No 64,,,Paving,Roadway,Committed,06/22/2023 12:00:00 AM,06/21/2024 12:00:00 AM,365,Roadway Surface,,10037782,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5986977.69989,2100635.23541,37.74719244074307,-122.48780116488132,"(37.74719244074307, -122.48780116488132)"
DPW1051_PR_27,JACKSON ST,DUNCOMBE ALY to PONTIAC ST (758 - 789),7377000,Various Locations Pavement Renovation No 86,,,Paving,Roadway,Planned,10/19/2025 12:00:00 AM,10/18/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6010499.39841,2117883.30762,37.79589561354272,-122.40768053612325,"(37.79589561354272, -122.40768053612325)"
DPW0681_PR_127,SILLIMAN ST,HWY 101 S OFF RAMP \ HWY 101 S ON RAMP \ SAN BRUNO AVE to GIRARD ST (1 - 99),11873000,Various Locations Pavement Renovation No 58,,,Paving,Roadway,Committed,03/22/2023 12:00:00 AM,09/21/2024 12:00:00 AM,549,Roadway Surface,,10037256,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6010624.15866,2094284.73576,37.73110625906882,-122.40558592568416,"(37.73110625906882, -122.40558592568416)"
DPW0349_PR_11,JUNIPERO SERRA BLVD,MERCEDES WAY \ WINSTON DR to HOLLOWAY AVE (700 - 898) -- WEST --,7708201,Junipero Serra Blvd Pavement Renovation,,,Paving,Roadway,Committed,10/05/2022 12:00:00 AM,10/05/2023 12:00:00 AM,365,Roadway Surface,,10036700,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5991284.342,2092178.813,37.724223525953896,-122.47229292711908,"(37.724223525953896, -122.47229292711908)"
DPW0943_PP_56,SOUTHWOOD DR,MIRAMAR AVE to FAXON AVE (100 - 175),12040000,As Needed Citywide Pavement Preservation Contract 5 (General As-Needed Contract G22),,,Paving,Roadway,Committed,04/17/2023 12:00:00 AM,10/21/2025 12:00:00 AM,918,Roadway Surface,,10037345,Roadway Surface / Paving-Microsurfacing,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Microsurfacing,,5995161.407,2092449.303,37.72518984957482,-122.45891014732882,"(37.72518984957482, -122.45891014732882)"
DPW0939_PR_85,LAKE MERCED BLVD,BROTHERHOOD WAY to LAKE MERCED HILL (1101 - 1199) -- WEST --,8052201,"Brotherhood Way, Holloway Ave and Lake Merced Blvd Pavement Renovation",,,Paving,Roadway,Planned,08/19/2025 12:00:00 AM,08/18/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5987419.804,2088174.479,37.7130042239535,-122.48535820100258,"(37.7130042239535, -122.48535820100258)"
DPW0571_PR_105,CASTENADA AVE,FOREST HILL PATH \ MAGELLAN AVE intersection,22897000,PW Various Locations No49 Infrastructure Improvements,,1133I,Paving,Roadway,Started,11/01/2021 12:00:00 AM,10/28/2022 12:00:00 AM,361,Roadway Surface,,10033116,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5994466.74668,2101134.29527,37.7489967218826,-122.46194099956126,"(37.7489967218826, -122.46194099956126)"
DPW0684_PR_150,ARMSTRONG AVE,KEITH ST intersection,20490000,Various Locations Pavement Renovation No 61,,,Paving,Roadway,Committed,07/01/2023 12:00:00 AM,06/29/2024 12:00:00 AM,364,Roadway Surface,,10037746,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6014448.25038,2092428.46513,37.72622240696169,-122.3922354957123,"(37.72622240696169, -122.3922354957123)"
DPW0386_PR_39,MISSION ST,POPE ST intersection,21483000,Joint - SFMTA Lead - Mission St Pavement Renovation 2,,,Paving,Roadway,Planned,05/18/2029 12:00:00 AM,05/18/2030 12:00:00 AM,365,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6000035.268,2088793.091,37.71542966713077,-122.44179946623736,"(37.71542966713077, -122.44179946623736)"
DPW0767_PR_99,25TH AVE,QUINTARA ST intersection,23274000,Various Locations Pavement Renovation No 64,,,Paving,Roadway,Committed,06/22/2023 12:00:00 AM,06/21/2024 12:00:00 AM,365,Roadway Surface,,10037782,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5988514.97588,2101028.43858,37.74836162133441,-122.48251425562452,"(37.74836162133441, -122.48251425562452)"
DPW0104_PR_69,17TH AVE,NORIEGA ST to ORTEGA ST (1800 - 1899),763000,PW Various Locations No48 Infrastructure Improvements,,1102I,Paving,Roadway,Started,11/30/2021 12:00:00 AM,11/14/2023 12:00:00 AM,714,Roadway Surface,,10033115,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5990936.81778,2102813.26562,37.75340288181409,-122.47426988868733,"(37.75340288181409, -122.47426988868733)"
DPW0686_PR_96,EDDY ST,WEBSTER ST to FILLMORE ST (1400 - 1499),5071000,Various Locations Pavement Renovation No 60 and Sewer Replacement,,,Paving,Roadway,Committed,04/07/2023 12:00:00 AM,04/05/2024 12:00:00 AM,364,Roadway Surface,,10037391,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6003519.47885,2112797.09584,37.781536967148895,-122.43146909163913,"(37.781536967148895, -122.43146909163913)"
DPW0937_PR_9,CABRILLO ST,07TH AVE to 08TH AVE (600 - 699),3473000,Various Locations Pavement Renovation No 78,,,Paving,Roadway,Planned,02/19/2025 12:00:00 AM,02/18/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5993644.75538,2110729.8223,37.77529617590128,-122.4654804018724,"(37.77529617590128, -122.4654804018724)"
DPW1012_PR_200,PACIFIC AVE,GOUGH ST to OCTAVIA ST (1900 - 1999),10150000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6004809.16519,2117416.04816,37.79429246346897,-122.42733652689083,"(37.79429246346897, -122.42733652689083)"
DPW0688_PR_44,JUANITA WAY,UNNAMED 037 intersection,33591000,"Claremont, Juanita, and Yerba Buena Pavement Renovation",,,Paving,Roadway,Committed,03/18/2023 12:00:00 AM,03/16/2024 12:00:00 AM,364,Roadway Surface,,10037323,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5996227.4277,2098211.56749,37.741072841215,-122.45564135967369,"(37.741072841215, -122.45564135967369)"
DPW1050_PR_109,LARKIN ST,MYRTLE ST intersection,25171000,Various Locations Pavement Renovation No 87,,,Paving,Roadway,Planned,11/16/2025 12:00:00 AM,11/15/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6007442.87655,2114211.33064,37.78564169597451,-122.417996269501,"(37.78564169597451, -122.417996269501)"
DPW1051_PR_8,CLAY ST,DAVIS ST to FRONT ST (200 - 300),4081000,Various Locations Pavement Renovation No 86,,,Paving,Roadway,Planned,10/19/2025 12:00:00 AM,10/18/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6013128.68372,2117590.38557,37.79523815165652,-122.39856208489448,"(37.79523815165652, -122.39856208489448)"
DPW0631_PR_94,BUENA VISTA AVE WEST,BUENA VISTA AVE \ CENTRAL AVE to BUENA VISTA AVE \ WALLER ST (800 - 899),3370000,Various Locations Pavement Renovation No 53,,,Paving,Roadway,Committed,10/01/2022 12:00:00 AM,04/02/2024 12:00:00 AM,549,Roadway Surface,,10035251,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6000196.023,2108426.441,37.76934734974301,-122.44265270495575,"(37.76934734974301, -122.44265270495575)"
DPW0767_PR_75,46TH AVE,PACHECO ST to QUINTARA ST (2000 - 2099),2028000,Various Locations Pavement Renovation No 64,,,Paving,Roadway,Committed,06/22/2023 12:00:00 AM,06/21/2024 12:00:00 AM,365,Roadway Surface,,10037782,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5981991.26993,2101145.37736,37.74830102984001,-122.50508135475933,"(37.74830102984001, -122.50508135475933)"
DPW0681_PR_149,BURROWS ST,HAMILTON ST intersection,20914000,Various Locations Pavement Renovation No 58,,,Paving,Roadway,Committed,03/22/2023 12:00:00 AM,09/21/2024 12:00:00 AM,549,Roadway Surface,,10037256,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6009313.03631,2092919.47364,37.72728413719626,-122.4100223763622,"(37.72728413719626, -122.4100223763622)"
DPW0861_PR_23,22ND ST,YORK ST intersection,23970000,Joint - SFWD Lead - WD-2801,,,Paving,Roadway,Planned,11/27/2022 12:00:00 AM,10/11/2024 12:00:00 AM,684,Roadway Surface,,10035391,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6009967.0688,2103384.22205,37.756054700922505,-122.40849924077955,"(37.756054700922505, -122.40849924077955)"
DPW1022_PR_14,TOMPKINS AVE,GATES ST to FOLSOM ST (400 - 499),12635000,PW StreetResurfacingPro- BSSR Pavement Prese FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,07/10/2023 12:00:00 AM,371,Roadway Surface,,10038990,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6008296.48186,2096510.63854,37.73708767236388,-122.41379052479543,"(37.73708767236388, -122.41379052479543)"
DPW0631_PR_96,DE HARO ST,18TH ST to 19TH ST (600 - 699),4633000,Various Locations Pavement Renovation No 53,,,Paving,Roadway,Committed,10/01/2022 12:00:00 AM,04/02/2024 12:00:00 AM,549,Roadway Surface,,10035251,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6012100.25332,2105378.88751,37.76165084540661,-122.4012620946275,"(37.76165084540661, -122.4012620946275)"
DPW0684_PR_81,GIRARD ST,ORDWAY ST to WARD ST (1000 - 1099),6205000,Various Locations Pavement Renovation No 61,,,Paving,Roadway,Committed,07/01/2023 12:00:00 AM,06/29/2024 12:00:00 AM,364,Roadway Surface,,10037746,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6011763.378,2090064.719,37.71958261053289,-122.40135097260126,"(37.71958261053289, -122.40135097260126)"
DPW0685_PR_133,JENNINGS ST,YOSEMITE AVE intersection,20482000,Various Locations Pavement Renovation No 56,,,Paving,Roadway,Committed,10/08/2022 12:00:00 AM,10/07/2023 12:00:00 AM,364,Roadway Surface,,10035992,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6015149.0998,2092257.02111,37.72579054624297,-122.38980070647825,"(37.72579054624297, -122.38980070647825)"
DPW1012_PR_81,CLAY ST,DIVISADERO ST to BRODERICK ST (2900 - 2999),4116000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6000642.64256,2115854.23677,37.78976761776474,-122.44164099808616,"(37.78976761776474, -122.44164099808616)"
DPW1012_PR_169,LYON ST,GROVE ST to FULTON ST (500 - 599),8558000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6000132.888,2110763.52137,37.77576076889108,-122.44303894907814,"(37.77576076889108, -122.44303894907814)"
DPW0765_PR_170,OCEAN AVE,GENEVA AVE to FRIDA KAHLO WAY \ GENEVA AVE (900 - 938) -- NORTH --,9817201,Various Locations Pavement Renovation No 68,,,Paving,Roadway,Planned,11/23/2023 12:00:00 AM,11/22/2024 12:00:00 AM,365,Roadway Surface,,10037805,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5997155.571,2091639.113,37.72307968782824,-122.4519581338182,"(37.72307968782824, -122.4519581338182)"
DPW0686_PR_88,CALIFORNIA ST,PIERCE ST to SCOTT ST (2600 - 2699),3560000,Various Locations Pavement Renovation No 60 and Sewer Replacement,,,Paving,Roadway,Committed,04/07/2023 12:00:00 AM,04/05/2024 12:00:00 AM,364,Roadway Surface,,10037391,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6001698.17395,2115328.12029,37.78838311979466,-122.43795126781365,"(37.78838311979466, -122.43795126781365)"
DPW1022_PP_124,PIERCE ST,BUSH ST to PINE ST (1800 - 1899),10432000,PW StreetResurfacingPro- BSSR Pavement Prese FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,07/10/2023 12:00:00 AM,371,Roadway Surface,,10038990,Roadway Surface / Paving-Microsurfacing,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Microsurfacing,,6002009.01952,2114842.26486,37.78706675718593,-122.43684099929897,"(37.78706675718593, -122.43684099929897)"
DPW1050_PR_96,LARKIN ST,POST ST to HEMLOCK ST (1000 - 1036),8134000,Various Locations Pavement Renovation No 87,,,Paving,Roadway,Planned,11/16/2025 12:00:00 AM,11/15/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6007362.04109,2114803.2888,37.78726251859303,-122.41831792381241,"(37.78726251859303, -122.41831792381241)"
DPW1012_PR_55,ANZA ST,ALMADEN CT to ARGUELLO BLVD (961 - 999),2317000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5995767.95,2112185.227,37.77941457231495,-122.4582411942177,"(37.77941457231495, -122.4582411942177)"
DPW0688_PR_46,PORTOLA DR,END: 0-0 BLOCK intersection,50631000,"Claremont, Juanita, and Yerba Buena Pavement Renovation",,,Paving,Roadway,Committed,03/18/2023 12:00:00 AM,03/16/2024 12:00:00 AM,364,Roadway Surface,,10037323,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5998295.83465,2100154.42962,37.7465259507176,-122.44862948634359,"(37.7465259507176, -122.44862948634359)"
DPW0683_PR_108,LARKIN ST,ELLIS ST to OLIVE ST (700 - 732),8128000,Various Locations Pavement Renovation No 62,,,Paving,Roadway,Planned,11/13/2023 12:00:00 AM,11/11/2024 12:00:00 AM,364,Roadway Surface,,10037764,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6007503.49127,2113784.36285,37.78447275774364,-122.41775628458474,"(37.78447275774364, -122.41775628458474)"
DPW0682_PR_130,PHELPS ST,INNES AVE to JERROLD AVE (800 - 899),10400000,Various Locations Pavement Renovation No 59,,,Paving,Roadway,Committed,02/13/2023 12:00:00 AM,02/17/2024 12:00:00 AM,369,Roadway Surface,,10037392,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6014912.27073,2097497.88277,37.740167754022835,-122.39098554540514,"(37.740167754022835, -122.39098554540514)"
DPW0104_PR_57,18TH AVE,NORIEGA ST intersection,27320000,PW Various Locations No48 Infrastructure Improvements,,1102I,Paving,Roadway,Started,11/30/2021 12:00:00 AM,11/14/2023 12:00:00 AM,714,Roadway Surface,,10033115,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5990615.25556,2103142.01967,37.754286919644635,-122.47540590827775,"(37.754286919644635, -122.47540590827775)"
DPW1022_PP_108,JULES AVE,HOLLOWAY AVE to DE MONTFORT AVE (200 - 299),7694000,PW StreetResurfacingPro- BSSR Pavement Prese FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,07/10/2023 12:00:00 AM,371,Roadway Surface,,10038990,Roadway Surface / Paving-Microsurfacing,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Microsurfacing,,5994467.16063,2091570.44391,37.72273677001665,-122.46124639051189,"(37.72273677001665, -122.46124639051189)"
DPW0597_PR_103,FLORIDA ST,PERALTA AVE intersection,21133000,Various Locations Pavement Renovation No 52 and Sewer Replacement,,,Paving,Roadway,Started,02/07/2022 12:00:00 AM,06/04/2023 12:00:00 AM,482,Roadway Surface,,10035252,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6009798.77484,2099998.20773,37.74674803076576,-122.40884237918972,"(37.74674803076576, -122.40884237918972)"
DPW0290_PR_15,SUNSET BLVD,NORIEGA ST to ORTEGA ST (1800 - 1898) -- WEST --,12280201,PW Sunset Blvd Pavement Renovation,,,Paving,Roadway,Planned,07/30/2023 12:00:00 AM,07/29/2024 12:00:00 AM,365,Roadway Surface,,10037890,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5984868.106,2102604.116,37.75247518320821,-122.49524103936898,"(37.75247518320821, -122.49524103936898)"
DPW0567_PR_74,GOETTINGEN ST,MANSELL ST intersection,20589000,PW As Needed Concrete Panel Replacement,,,Paving,Roadway,Started,11/11/2019 12:00:00 AM,11/04/2022 12:00:00 AM,1089,Roadway Surface,,2935J,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6011000.97732,2090511.51387,37.72076683829699,-122.40401775495472,"(37.72076683829699, -122.40401775495472)"
DPW0932_PR_33,QUINTARA ST,45TH AVE to 46TH AVE (3600 - 3699),10880000,Various Locations Pavement Renovation No 73,,,Paving,Roadway,Planned,08/18/2024 12:00:00 AM,08/17/2025 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5982158.53694,2100810.37109,37.747391036083584,-122.50447814390006,"(37.747391036083584, -122.50447814390006)"
